Category,Date,Value
Alcoholic beverages and tobacco,2008-01-01,35.3
Alcoholic beverages and tobacco,2008-02-01,35.7
Alcoholic beverages and tobacco,2008-03-01,37.3
Alcoholic beverages and tobacco,2008-04-01,37.5
Alcoholic beverages and tobacco,2008-05-01,37.6
Alcoholic beverages and tobacco,2008-06-01,37.6
Alcoholic beverages and tobacco,2008-07-01,37.7
Alcoholic beverages and tobacco,2008-08-01,38.3
Alcoholic beverages and tobacco,2008-09-01,38.7
Alcoholic beverages and tobacco,2008-10-01,38.8
Alcoholic beverages and tobacco,2008-11-01,38.9
Alcoholic beverages and tobacco,2008-12-01,38.9
Alcoholic beverages and tobacco,2009-01-01,38.9
Alcoholic beverages and tobacco,2009-02-01,39.3
Alcoholic beverages and tobacco,2009-03-01,41.2
Alcoholic beverages and tobacco,2009-04-01,41.6
Alcoholic beverages and tobacco,2009-05-01,41.6
Alcoholic beverages and tobacco,2009-06-01,41.6
Alcoholic beverages and tobacco,2009-07-01,42.1
Alcoholic beverages and tobacco,2009-08-01,43.1
Alcoholic beverages and tobacco,2009-09-01,43.3
Alcoholic beverages and tobacco,2009-10-01,43.3
Alcoholic beverages and tobacco,2009-11-01,43.3
Alcoholic beverages and tobacco,2009-12-01,43.3
Alcoholic beverages and tobacco,2010-01-01,43.4
Alcoholic beverages and tobacco,2010-02-01,43.4
Alcoholic beverages and tobacco,2010-03-01,45.9
Alcoholic beverages and tobacco,2010-04-01,46.0
Alcoholic beverages and tobacco,2010-05-01,46.2
Alcoholic beverages and tobacco,2010-06-01,46.0
Alcoholic beverages and tobacco,2010-07-01,46.1
Alcoholic beverages and tobacco,2010-08-01,46.2
Alcoholic beverages and tobacco,2010-09-01,46.4
Alcoholic beverages and tobacco,2010-10-01,46.4
Alcoholic beverages and tobacco,2010-11-01,46.5
Alcoholic beverages and tobacco,2010-12-01,46.4
Alcoholic beverages and tobacco,2011-01-01,46.6
Alcoholic beverages and tobacco,2011-02-01,46.6
Alcoholic beverages and tobacco,2011-03-01,48.3
Alcoholic beverages and tobacco,2011-04-01,48.6
Alcoholic beverages and tobacco,2011-05-01,48.8
Alcoholic beverages and tobacco,2011-06-01,48.7
Alcoholic beverages and tobacco,2011-07-01,48.9
Alcoholic beverages and tobacco,2011-08-01,49.1
Alcoholic beverages and tobacco,2011-09-01,49.1
Alcoholic beverages and tobacco,2011-10-01,49.3
Alcoholic beverages and tobacco,2011-11-01,49.3
Alcoholic beverages and tobacco,2011-12-01,49.3
Alcoholic beverages and tobacco,2012-01-01,49.5
Alcoholic beverages and tobacco,2012-02-01,49.6
Alcoholic beverages and tobacco,2012-03-01,51.9
Alcoholic beverages and tobacco,2012-04-01,52.2
Alcoholic beverages and tobacco,2012-05-01,52.3
Alcoholic beverages and tobacco,2012-06-01,52.3
Alcoholic beverages and tobacco,2012-07-01,52.4
Alcoholic beverages and tobacco,2012-08-01,52.7
Alcoholic beverages and tobacco,2012-09-01,52.7
Alcoholic beverages and tobacco,2012-10-01,52.7
Alcoholic beverages and tobacco,2012-11-01,52.8
Alcoholic beverages and tobacco,2012-12-01,52.7
Alcoholic beverages and tobacco,2013-01-01,53.0
Alcoholic beverages and tobacco,2013-02-01,53.4
Alcoholic beverages and tobacco,2013-03-01,54.9
Alcoholic beverages and tobacco,2013-04-01,55.6
Alcoholic beverages and tobacco,2013-05-01,55.8
Alcoholic beverages and tobacco,2013-06-01,55.7
Alcoholic beverages and tobacco,2013-07-01,56.1
Alcoholic beverages and tobacco,2013-08-01,56.1
Alcoholic beverages and tobacco,2013-09-01,56.3
Alcoholic beverages and tobacco,2013-10-01,56.7
Alcoholic beverages and tobacco,2013-11-01,56.4
Alcoholic beverages and tobacco,2013-12-01,56.4
Alcoholic beverages and tobacco,2014-01-01,56.7
Alcoholic beverages and tobacco,2014-02-01,57.0
Alcoholic beverages and tobacco,2014-03-01,58.1
Alcoholic beverages and tobacco,2014-04-01,58.4
Alcoholic beverages and tobacco,2014-05-01,58.7
Alcoholic beverages and tobacco,2014-06-01,58.8
Alcoholic beverages and tobacco,2014-07-01,59.4
Alcoholic beverages and tobacco,2014-08-01,59.5
Alcoholic beverages and tobacco,2014-09-01,59.7
Alcoholic beverages and tobacco,2014-10-01,60.4
Alcoholic beverages and tobacco,2014-11-01,60.7
Alcoholic beverages and tobacco,2014-12-01,60.7
Alcoholic beverages and tobacco,2015-01-01,61.0
Alcoholic beverages and tobacco,2015-02-01,61.6
Alcoholic beverages and tobacco,2015-03-01,63.3
Alcoholic beverages and tobacco,2015-04-01,64.0
Alcoholic beverages and tobacco,2015-05-01,64.3
Alcoholic beverages and tobacco,2015-06-01,64.5
Alcoholic beverages and tobacco,2015-07-01,64.7
Alcoholic beverages and tobacco,2015-08-01,64.8
Alcoholic beverages and tobacco,2015-09-01,64.8
Alcoholic beverages and tobacco,2015-10-01,64.9
Alcoholic beverages and tobacco,2015-11-01,65.0
Alcoholic beverages and tobacco,2015-12-01,64.8
Alcoholic beverages and tobacco,2016-01-01,66.0
Alcoholic beverages and tobacco,2016-02-01,66.3
Alcoholic beverages and tobacco,2016-03-01,67.2
Alcoholic beverages and tobacco,2016-04-01,67.8
Alcoholic beverages and tobacco,2016-05-01,67.9
Alcoholic beverages and tobacco,2016-06-01,67.8
Alcoholic beverages and tobacco,2016-07-01,68.0
Alcoholic beverages and tobacco,2016-08-01,68.1
Alcoholic beverages and tobacco,2016-09-01,68.2
Alcoholic beverages and tobacco,2016-10-01,68.3
Alcoholic beverages and tobacco,2016-11-01,68.3
Alcoholic beverages and tobacco,2016-12-01,68.4
Alcoholic beverages and tobacco,2017-01-01,68.4
Alcoholic beverages and tobacco,2017-02-01,68.1
Alcoholic beverages and tobacco,2017-03-01,69.3
Alcoholic beverages and tobacco,2017-04-01,69.8
Alcoholic beverages and tobacco,2017-05-01,70.0
Alcoholic beverages and tobacco,2017-06-01,70.0
Alcoholic beverages and tobacco,2017-07-01,70.3
Alcoholic beverages and tobacco,2017-08-01,71.0
Alcoholic beverages and tobacco,2017-09-01,71.4
Alcoholic beverages and tobacco,2017-10-01,71.7
Alcoholic beverages and tobacco,2017-11-01,71.7
Alcoholic beverages and tobacco,2017-12-01,71.7
Alcoholic beverages and tobacco,2018-01-01,72.0
Alcoholic beverages and tobacco,2018-02-01,72.3
Alcoholic beverages and tobacco,2018-03-01,72.9
Alcoholic beverages and tobacco,2018-04-01,74.0
Alcoholic beverages and tobacco,2018-05-01,74.3
Alcoholic beverages and tobacco,2018-06-01,74.3
Alcoholic beverages and tobacco,2018-07-01,74.5
Alcoholic beverages and tobacco,2018-08-01,74.4
Alcoholic beverages and tobacco,2018-09-01,74.4
Alcoholic beverages and tobacco,2018-10-01,74.7
Alcoholic beverages and tobacco,2018-11-01,75.1
Alcoholic beverages and tobacco,2018-12-01,75.2
Alcoholic beverages and tobacco,2019-01-01,75.3
Alcoholic beverages and tobacco,2019-02-01,75.7
Alcoholic beverages and tobacco,2019-03-01,77.6
Alcoholic beverages and tobacco,2019-04-01,78.2
Alcoholic beverages and tobacco,2019-05-01,78.4
Alcoholic beverages and tobacco,2019-06-01,78.8
Alcoholic beverages and tobacco,2019-07-01,79.0
Alcoholic beverages and tobacco,2019-08-01,79.0
Alcoholic beverages and tobacco,2019-09-01,79.0
Alcoholic beverages and tobacco,2019-10-01,79.0
Alcoholic beverages and tobacco,2019-11-01,79.0
Alcoholic beverages and tobacco,2019-12-01,79.0
Alcoholic beverages and tobacco,2020-01-01,79.3
Alcoholic beverages and tobacco,2020-02-01,79.4
Alcoholic beverages and tobacco,2020-03-01,80.4
Alcoholic beverages and tobacco,2020-04-01,80.0
Alcoholic beverages and tobacco,2020-05-01,79.5
Alcoholic beverages and tobacco,2020-06-01,79.9
Alcoholic beverages and tobacco,2020-07-01,80.8
Alcoholic beverages and tobacco,2020-08-01,81.4
Alcoholic beverages and tobacco,2020-09-01,82.2
Alcoholic beverages and tobacco,2020-10-01,82.6
Alcoholic beverages and tobacco,2020-11-01,82.0
Alcoholic beverages and tobacco,2020-12-01,82.0
Alcoholic beverages and tobacco,2021-01-01,82.0
Alcoholic beverages and tobacco,2021-02-01,82.5
Alcoholic beverages and tobacco,2021-03-01,83.4
Alcoholic beverages and tobacco,2021-04-01,83.8
Alcoholic beverages and tobacco,2021-05-01,84.1
Alcoholic beverages and tobacco,2021-06-01,84.1
Alcoholic beverages and tobacco,2021-07-01,85.1
Alcoholic beverages and tobacco,2021-08-01,85.6
Alcoholic beverages and tobacco,2021-09-01,85.7
Alcoholic beverages and tobacco,2021-10-01,85.8
Alcoholic beverages and tobacco,2021-11-01,85.8
Alcoholic beverages and tobacco,2021-12-01,85.9
Alcoholic beverages and tobacco,2022-01-01,85.9
Alcoholic beverages and tobacco,2022-02-01,86.4
Alcoholic beverages and tobacco,2022-03-01,88.3
Alcoholic beverages and tobacco,2022-04-01,89.0
Alcoholic beverages and tobacco,2022-05-01,89.7
Alcoholic beverages and tobacco,2022-06-01,89.8
Alcoholic beverages and tobacco,2022-07-01,89.7
Alcoholic beverages and tobacco,2022-08-01,89.9
Alcoholic beverages and tobacco,2022-09-01,90.7
Alcoholic beverages and tobacco,2022-10-01,91.2
Alcoholic beverages and tobacco,2022-11-01,91.4
Alcoholic beverages and tobacco,2022-12-01,91.2
Alcoholic beverages and tobacco,2023-01-01,91.5
Alcoholic beverages and tobacco,2023-02-01,91.8
Alcoholic beverages and tobacco,2023-03-01,93.8
Alcoholic beverages and tobacco,2023-04-01,94.7
Alcoholic beverages and tobacco,2023-05-01,95.0
Alcoholic beverages and tobacco,2023-06-01,95.3
Alcoholic beverages and tobacco,2023-07-01,95.8
Alcoholic beverages and tobacco,2023-08-01,95.5
Alcoholic beverages and tobacco,2023-09-01,95.4
Alcoholic beverages and tobacco,2023-10-01,95.9
Alcoholic beverages and tobacco,2023-11-01,95.9
Alcoholic beverages and tobacco,2023-12-01,95.9
Alcoholic beverages and tobacco,2024-01-01,96.2
Alcoholic beverages and tobacco,2024-02-01,96.2
Alcoholic beverages and tobacco,2024-03-01,98.0
Alcoholic beverages and tobacco,2024-04-01,98.7
Alcoholic beverages and tobacco,2024-05-01,99.2
Alcoholic beverages and tobacco,2024-06-01,99.4
Alcoholic beverages and tobacco,2024-07-01,99.4
Alcoholic beverages and tobacco,2024-08-01,99.7
Alcoholic beverages and tobacco,2024-09-01,99.9
Alcoholic beverages and tobacco,2024-10-01,100.2
Alcoholic beverages and tobacco,2024-11-01,100.2
Alcoholic beverages and tobacco,2024-12-01,100.0
Alcoholic beverages and tobacco,2025-01-01,100.3
Alcoholic beverages and tobacco,2025-02-01,100.4
Alcoholic beverages and tobacco,2025-03-01,102.0
Alcoholic beverages and tobacco,2025-04-01,103.3
Alcoholic beverages and tobacco,2025-05-01,103.5
Alcoholic beverages and tobacco,2025-06-01,103.8
Alcoholic beverages and tobacco,2025-07-01,104.0
Alcoholic beverages and tobacco,2025-08-01,104.0
Alcoholic beverages and tobacco,2025-09-01,104.1
Alcoholic beverages and tobacco,2025-10-01,104.7
Alcoholic beverages and tobacco,2025-11-01,104.8
Alcoholic beverages and tobacco,2025-12-01,104.6
Alcoholic beverages and tobacco,2026-01-01,104.8
CPI Headline,2008-01-01,41.9
CPI Headline,2008-02-01,42.2
CPI Headline,2008-03-01,42.8
CPI Headline,2008-04-01,43.0
CPI Headline,2008-05-01,43.3
CPI Headline,2008-06-01,43.9
CPI Headline,2008-07-01,44.5
CPI Headline,2008-08-01,44.8
CPI Headline,2008-09-01,45.0
CPI Headline,2008-10-01,45.0
CPI Headline,2008-11-01,45.1
CPI Headline,2008-12-01,45.0
CPI Headline,2009-01-01,45.3
CPI Headline,2009-02-01,45.7
CPI Headline,2009-03-01,46.4
CPI Headline,2009-04-01,46.6
CPI Headline,2009-05-01,46.8
CPI Headline,2009-06-01,47.0
CPI Headline,2009-07-01,47.5
CPI Headline,2009-08-01,47.5
CPI Headline,2009-09-01,47.9
CPI Headline,2009-10-01,47.9
CPI Headline,2009-11-01,47.9
CPI Headline,2009-12-01,47.9
CPI Headline,2010-01-01,48.1
CPI Headline,2010-02-01,48.4
CPI Headline,2010-03-01,48.8
CPI Headline,2010-04-01,48.8
CPI Headline,2010-05-01,48.9
CPI Headline,2010-06-01,48.9
CPI Headline,2010-07-01,49.3
CPI Headline,2010-08-01,49.3
CPI Headline,2010-09-01,49.3
CPI Headline,2010-10-01,49.4
CPI Headline,2010-11-01,49.5
CPI Headline,2010-12-01,49.6
CPI Headline,2011-01-01,49.9
CPI Headline,2011-02-01,50.1
CPI Headline,2011-03-01,50.7
CPI Headline,2011-04-01,51.0
CPI Headline,2011-05-01,51.2
CPI Headline,2011-06-01,51.4
CPI Headline,2011-07-01,51.8
CPI Headline,2011-08-01,51.9
CPI Headline,2011-09-01,52.1
CPI Headline,2011-10-01,52.4
CPI Headline,2011-11-01,52.5
CPI Headline,2011-12-01,52.6
CPI Headline,2012-01-01,52.9
CPI Headline,2012-02-01,53.2
CPI Headline,2012-03-01,53.8
CPI Headline,2012-04-01,54.0
CPI Headline,2012-05-01,54.0
CPI Headline,2012-06-01,54.3
CPI Headline,2012-07-01,54.3
CPI Headline,2012-08-01,54.5
CPI Headline,2012-09-01,55.0
CPI Headline,2012-10-01,55.4
CPI Headline,2012-11-01,55.5
CPI Headline,2012-12-01,55.6
CPI Headline,2013-01-01,55.7
CPI Headline,2013-02-01,56.3
CPI Headline,2013-03-01,57.0
CPI Headline,2013-04-01,57.2
CPI Headline,2013-05-01,57.1
CPI Headline,2013-06-01,57.2
CPI Headline,2013-07-01,57.8
CPI Headline,2013-08-01,58.0
CPI Headline,2013-09-01,58.2
CPI Headline,2013-10-01,58.4
CPI Headline,2013-11-01,58.5
CPI Headline,2013-12-01,58.6
CPI Headline,2014-01-01,59.0
CPI Headline,2014-02-01,59.6
CPI Headline,2014-03-01,60.5
CPI Headline,2014-04-01,60.7
CPI Headline,2014-05-01,60.8
CPI Headline,2014-06-01,61.1
CPI Headline,2014-07-01,61.5
CPI Headline,2014-08-01,61.8
CPI Headline,2014-09-01,61.8
CPI Headline,2014-10-01,61.8
CPI Headline,2014-11-01,61.8
CPI Headline,2014-12-01,61.8
CPI Headline,2015-01-01,61.7
CPI Headline,2015-02-01,62.0
CPI Headline,2015-03-01,62.9
CPI Headline,2015-04-01,63.5
CPI Headline,2015-05-01,63.6
CPI Headline,2015-06-01,63.9
CPI Headline,2015-07-01,64.6
CPI Headline,2015-08-01,64.6
CPI Headline,2015-09-01,64.6
CPI Headline,2015-10-01,64.7
CPI Headline,2015-11-01,64.8
CPI Headline,2015-12-01,64.9
CPI Headline,2016-01-01,65.5
CPI Headline,2016-02-01,66.4
CPI Headline,2016-03-01,66.8
CPI Headline,2016-04-01,67.4
CPI Headline,2016-05-01,67.5
CPI Headline,2016-06-01,67.9
CPI Headline,2016-07-01,68.5
CPI Headline,2016-08-01,68.4
CPI Headline,2016-09-01,68.5
CPI Headline,2016-10-01,68.9
CPI Headline,2016-11-01,69.1
CPI Headline,2016-12-01,69.3
CPI Headline,2017-01-01,69.8
CPI Headline,2017-02-01,70.5
CPI Headline,2017-03-01,71.0
CPI Headline,2017-04-01,71.0
CPI Headline,2017-05-01,71.2
CPI Headline,2017-06-01,71.4
CPI Headline,2017-07-01,71.6
CPI Headline,2017-08-01,71.7
CPI Headline,2017-09-01,72.0
CPI Headline,2017-10-01,72.2
CPI Headline,2017-11-01,72.3
CPI Headline,2017-12-01,72.6
CPI Headline,2018-01-01,72.8
CPI Headline,2018-02-01,73.4
CPI Headline,2018-03-01,73.6
CPI Headline,2018-04-01,74.2
CPI Headline,2018-05-01,74.3
CPI Headline,2018-06-01,74.6
CPI Headline,2018-07-01,75.3
CPI Headline,2018-08-01,75.2
CPI Headline,2018-09-01,75.5
CPI Headline,2018-10-01,75.9
CPI Headline,2018-11-01,76.0
CPI Headline,2018-12-01,75.9
CPI Headline,2019-01-01,75.7
CPI Headline,2019-02-01,76.3
CPI Headline,2019-03-01,77.0
CPI Headline,2019-04-01,77.4
CPI Headline,2019-05-01,77.7
CPI Headline,2019-06-01,78.0
CPI Headline,2019-07-01,78.2
CPI Headline,2019-08-01,78.5
CPI Headline,2019-09-01,78.6
CPI Headline,2019-10-01,78.6
CPI Headline,2019-11-01,78.7
CPI Headline,2019-12-01,78.9
CPI Headline,2020-01-01,79.2
CPI Headline,2020-02-01,79.9
CPI Headline,2020-03-01,80.2
CPI Headline,2020-04-01,79.8
CPI Headline,2020-05-01,79.2
CPI Headline,2020-06-01,79.7
CPI Headline,2020-07-01,80.7
CPI Headline,2020-08-01,80.9
CPI Headline,2020-09-01,81.0
CPI Headline,2020-10-01,81.2
CPI Headline,2020-11-01,81.2
CPI Headline,2020-12-01,81.3
CPI Headline,2021-01-01,81.7
CPI Headline,2021-02-01,82.2
CPI Headline,2021-03-01,82.8
CPI Headline,2021-04-01,83.3
CPI Headline,2021-05-01,83.4
CPI Headline,2021-06-01,83.5
CPI Headline,2021-07-01,84.5
CPI Headline,2021-08-01,84.8
CPI Headline,2021-09-01,85.0
CPI Headline,2021-10-01,85.3
CPI Headline,2021-11-01,85.6
CPI Headline,2021-12-01,86.1
CPI Headline,2022-01-01,86.3
CPI Headline,2022-02-01,86.8
CPI Headline,2022-03-01,87.7
CPI Headline,2022-04-01,88.2
CPI Headline,2022-05-01,88.8
CPI Headline,2022-06-01,89.8
CPI Headline,2022-07-01,91.1
CPI Headline,2022-08-01,91.3
CPI Headline,2022-09-01,91.4
CPI Headline,2022-10-01,91.7
CPI Headline,2022-11-01,92.0
CPI Headline,2022-12-01,92.3
CPI Headline,2023-01-01,92.2
CPI Headline,2023-02-01,92.9
CPI Headline,2023-03-01,93.9
CPI Headline,2023-04-01,94.2
CPI Headline,2023-05-01,94.4
CPI Headline,2023-06-01,94.6
CPI Headline,2023-07-01,95.4
CPI Headline,2023-08-01,95.7
CPI Headline,2023-09-01,96.3
CPI Headline,2023-10-01,97.2
CPI Headline,2023-11-01,97.1
CPI Headline,2023-12-01,97.1
CPI Headline,2024-01-01,97.2
CPI Headline,2024-02-01,98.1
CPI Headline,2024-03-01,98.9
CPI Headline,2024-04-01,99.1
CPI Headline,2024-05-01,99.3
CPI Headline,2024-06-01,99.4
CPI Headline,2024-07-01,99.8
CPI Headline,2024-08-01,99.9
CPI Headline,2024-09-01,100.0
CPI Headline,2024-10-01,99.9
CPI Headline,2024-11-01,99.9
CPI Headline,2024-12-01,100.0
CPI Headline,2025-01-01,100.3
CPI Headline,2025-02-01,101.2
CPI Headline,2025-03-01,101.6
CPI Headline,2025-04-01,101.9
CPI Headline,2025-05-01,102.1
CPI Headline,2025-06-01,102.4
CPI Headline,2025-07-01,103.3
CPI Headline,2025-08-01,103.2
CPI Headline,2025-09-01,103.4
CPI Headline,2025-10-01,103.5
CPI Headline,2025-11-01,103.4
CPI Headline,2025-12-01,103.6
CPI Headline,2026-01-01,103.8
Clothing and footwear,2008-01-01,61.5
Clothing and footwear,2008-02-01,61.6
Clothing and footwear,2008-03-01,61.8
Clothing and footwear,2008-04-01,61.8
Clothing and footwear,2008-05-01,62.0
Clothing and footwear,2008-06-01,62.3
Clothing and footwear,2008-07-01,62.4
Clothing and footwear,2008-08-01,62.8
Clothing and footwear,2008-09-01,63.0
Clothing and footwear,2008-10-01,63.0
Clothing and footwear,2008-11-01,63.0
Clothing and footwear,2008-12-01,63.3
Clothing and footwear,2009-01-01,63.9
Clothing and footwear,2009-02-01,64.5
Clothing and footwear,2009-03-01,64.8
Clothing and footwear,2009-04-01,65.1
Clothing and footwear,2009-05-01,65.1
Clothing and footwear,2009-06-01,65.3
Clothing and footwear,2009-07-01,65.7
Clothing and footwear,2009-08-01,66.0
Clothing and footwear,2009-09-01,66.0
Clothing and footwear,2009-10-01,66.1
Clothing and footwear,2009-11-01,66.3
Clothing and footwear,2009-12-01,66.4
Clothing and footwear,2010-01-01,66.4
Clothing and footwear,2010-02-01,66.4
Clothing and footwear,2010-03-01,66.5
Clothing and footwear,2010-04-01,66.6
Clothing and footwear,2010-05-01,66.7
Clothing and footwear,2010-06-01,66.7
Clothing and footwear,2010-07-01,66.7
Clothing and footwear,2010-08-01,66.7
Clothing and footwear,2010-09-01,66.7
Clothing and footwear,2010-10-01,66.8
Clothing and footwear,2010-11-01,66.9
Clothing and footwear,2010-12-01,66.9
Clothing and footwear,2011-01-01,67.2
Clothing and footwear,2011-02-01,67.3
Clothing and footwear,2011-03-01,67.4
Clothing and footwear,2011-04-01,67.6
Clothing and footwear,2011-05-01,67.7
Clothing and footwear,2011-06-01,67.9
Clothing and footwear,2011-07-01,68.1
Clothing and footwear,2011-08-01,68.5
Clothing and footwear,2011-09-01,68.8
Clothing and footwear,2011-10-01,69.0
Clothing and footwear,2011-11-01,69.3
Clothing and footwear,2011-12-01,69.5
Clothing and footwear,2012-01-01,69.6
Clothing and footwear,2012-02-01,69.7
Clothing and footwear,2012-03-01,70.1
Clothing and footwear,2012-04-01,70.1
Clothing and footwear,2012-05-01,70.2
Clothing and footwear,2012-06-01,70.3
Clothing and footwear,2012-07-01,70.5
Clothing and footwear,2012-08-01,71.0
Clothing and footwear,2012-09-01,71.3
Clothing and footwear,2012-10-01,71.5
Clothing and footwear,2012-11-01,71.6
Clothing and footwear,2012-12-01,71.7
Clothing and footwear,2013-01-01,71.8
Clothing and footwear,2013-02-01,71.9
Clothing and footwear,2013-03-01,72.0
Clothing and footwear,2013-04-01,72.2
Clothing and footwear,2013-05-01,72.2
Clothing and footwear,2013-06-01,72.4
Clothing and footwear,2013-07-01,72.7
Clothing and footwear,2013-08-01,73.2
Clothing and footwear,2013-09-01,73.5
Clothing and footwear,2013-10-01,73.8
Clothing and footwear,2013-11-01,73.9
Clothing and footwear,2013-12-01,74.2
Clothing and footwear,2014-01-01,74.5
Clothing and footwear,2014-02-01,75.0
Clothing and footwear,2014-03-01,75.4
Clothing and footwear,2014-04-01,75.8
Clothing and footwear,2014-05-01,76.1
Clothing and footwear,2014-06-01,76.1
Clothing and footwear,2014-07-01,76.4
Clothing and footwear,2014-08-01,77.1
Clothing and footwear,2014-09-01,77.6
Clothing and footwear,2014-10-01,78.0
Clothing and footwear,2014-11-01,78.5
Clothing and footwear,2014-12-01,78.8
Clothing and footwear,2015-01-01,79.0
Clothing and footwear,2015-02-01,79.3
Clothing and footwear,2015-03-01,79.8
Clothing and footwear,2015-04-01,80.0
Clothing and footwear,2015-05-01,80.1
Clothing and footwear,2015-06-01,80.4
Clothing and footwear,2015-07-01,80.7
Clothing and footwear,2015-08-01,81.2
Clothing and footwear,2015-09-01,81.4
Clothing and footwear,2015-10-01,81.7
Clothing and footwear,2015-11-01,82.0
Clothing and footwear,2015-12-01,82.3
Clothing and footwear,2016-01-01,82.5
Clothing and footwear,2016-02-01,83.1
Clothing and footwear,2016-03-01,83.5
Clothing and footwear,2016-04-01,83.9
Clothing and footwear,2016-05-01,84.1
Clothing and footwear,2016-06-01,84.3
Clothing and footwear,2016-07-01,84.6
Clothing and footwear,2016-08-01,85.2
Clothing and footwear,2016-09-01,85.8
Clothing and footwear,2016-10-01,86.1
Clothing and footwear,2016-11-01,86.4
Clothing and footwear,2016-12-01,86.6
Clothing and footwear,2017-01-01,86.8
Clothing and footwear,2017-02-01,87.1
Clothing and footwear,2017-03-01,87.2
Clothing and footwear,2017-04-01,87.3
Clothing and footwear,2017-05-01,87.4
Clothing and footwear,2017-06-01,87.5
Clothing and footwear,2017-07-01,87.6
Clothing and footwear,2017-08-01,87.7
Clothing and footwear,2017-09-01,87.7
Clothing and footwear,2017-10-01,87.7
Clothing and footwear,2017-11-01,88.0
Clothing and footwear,2017-12-01,88.2
Clothing and footwear,2018-01-01,88.3
Clothing and footwear,2018-02-01,88.4
Clothing and footwear,2018-03-01,88.5
Clothing and footwear,2018-04-01,88.7
Clothing and footwear,2018-05-01,88.9
Clothing and footwear,2018-06-01,89.1
Clothing and footwear,2018-07-01,89.1
Clothing and footwear,2018-08-01,89.3
Clothing and footwear,2018-09-01,89.4
Clothing and footwear,2018-10-01,89.4
Clothing and footwear,2018-11-01,89.5
Clothing and footwear,2018-12-01,89.6
Clothing and footwear,2019-01-01,89.8
Clothing and footwear,2019-02-01,90.0
Clothing and footwear,2019-03-01,90.2
Clothing and footwear,2019-04-01,90.4
Clothing and footwear,2019-05-01,90.6
Clothing and footwear,2019-06-01,90.7
Clothing and footwear,2019-07-01,90.8
Clothing and footwear,2019-08-01,91.2
Clothing and footwear,2019-09-01,91.4
Clothing and footwear,2019-10-01,91.5
Clothing and footwear,2019-11-01,91.7
Clothing and footwear,2019-12-01,91.8
Clothing and footwear,2020-01-01,91.8
Clothing and footwear,2020-02-01,92.0
Clothing and footwear,2020-03-01,92.2
Clothing and footwear,2020-04-01,91.7
Clothing and footwear,2020-05-01,91.1
Clothing and footwear,2020-06-01,91.3
Clothing and footwear,2020-07-01,91.2
Clothing and footwear,2020-08-01,91.4
Clothing and footwear,2020-09-01,91.6
Clothing and footwear,2020-10-01,91.7
Clothing and footwear,2020-11-01,91.8
Clothing and footwear,2020-12-01,92.0
Clothing and footwear,2021-01-01,92.3
Clothing and footwear,2021-02-01,92.3
Clothing and footwear,2021-03-01,92.5
Clothing and footwear,2021-04-01,92.6
Clothing and footwear,2021-05-01,92.8
Clothing and footwear,2021-06-01,92.9
Clothing and footwear,2021-07-01,92.9
Clothing and footwear,2021-08-01,93.2
Clothing and footwear,2021-09-01,93.3
Clothing and footwear,2021-10-01,93.4
Clothing and footwear,2021-11-01,93.5
Clothing and footwear,2021-12-01,93.5
Clothing and footwear,2022-01-01,93.7
Clothing and footwear,2022-02-01,93.8
Clothing and footwear,2022-03-01,94.0
Clothing and footwear,2022-04-01,94.2
Clothing and footwear,2022-05-01,94.4
Clothing and footwear,2022-06-01,94.8
Clothing and footwear,2022-07-01,95.0
Clothing and footwear,2022-08-01,95.5
Clothing and footwear,2022-09-01,95.9
Clothing and footwear,2022-10-01,96.0
Clothing and footwear,2022-11-01,96.0
Clothing and footwear,2022-12-01,96.2
Clothing and footwear,2023-01-01,96.3
Clothing and footwear,2023-02-01,96.8
Clothing and footwear,2023-03-01,96.7
Clothing and footwear,2023-04-01,97.0
Clothing and footwear,2023-05-01,97.4
Clothing and footwear,2023-06-01,97.6
Clothing and footwear,2023-07-01,97.8
Clothing and footwear,2023-08-01,97.8
Clothing and footwear,2023-09-01,98.0
Clothing and footwear,2023-10-01,98.2
Clothing and footwear,2023-11-01,98.3
Clothing and footwear,2023-12-01,98.3
Clothing and footwear,2024-01-01,98.6
Clothing and footwear,2024-02-01,98.8
Clothing and footwear,2024-03-01,99.1
Clothing and footwear,2024-04-01,99.3
Clothing and footwear,2024-05-01,99.3
Clothing and footwear,2024-06-01,99.4
Clothing and footwear,2024-07-01,99.6
Clothing and footwear,2024-08-01,99.7
Clothing and footwear,2024-09-01,99.8
Clothing and footwear,2024-10-01,100.0
Clothing and footwear,2024-11-01,100.0
Clothing and footwear,2024-12-01,100.0
Clothing and footwear,2025-01-01,100.1
Clothing and footwear,2025-02-01,100.2
Clothing and footwear,2025-03-01,100.4
Clothing and footwear,2025-04-01,100.5
Clothing and footwear,2025-05-01,100.6
Clothing and footwear,2025-06-01,100.7
Clothing and footwear,2025-07-01,100.8
Clothing and footwear,2025-08-01,100.9
Clothing and footwear,2025-09-01,101.0
Clothing and footwear,2025-10-01,101.1
Clothing and footwear,2025-11-01,101.1
Clothing and footwear,2025-12-01,101.2
Clothing and footwear,2026-01-01,101.3
Education,2008-01-01,30.5
Education,2008-02-01,30.5
Education,2008-03-01,32.6
Education,2008-04-01,32.6
Education,2008-05-01,32.6
Education,2008-06-01,32.6
Education,2008-07-01,32.6
